Lista de indices Diarios da TaxaSelic;19940101;20131025;
Data;Taxa Anual;Fator Diário;Fator Acumulado;
17/12/1998;     29,37;          1,00102237;      38,9420702419736272;
18/12/1998;     29,34;          1,00102145;      38,9818476196222912;
21/12/1998;     29,02;          1,00101161;      39,0212820464927773;
22/12/1998;     28,96;          1,00100976;      39,0606841762520438;
23/12/1998;     28,96;          1,00100976;      39,1001260927058561;
24/12/1998;     28,96;          1,00100976;      39,1396078360292268;
28/12/1998;     28,84;          1,00100607;      39,1789850212848207;
29/12/1998;     28,79;          1,00100452;      39,2183410953184017;
30/12/1998;     28,96;          1,00100976;      39,2579422074228104;
31/12/1998;     28,96;          1,00100976;      39,2975833071461777;
04/01/1999;     29,04;          1,00101223;      39,3373614998971703;
05/01/1999;     28,93;          1,00100884;      39,3770466036727265;
06/01/1999;     28,94;          1,00100915;      39,4167839502528229;
07/01/1999;     29,01;          1,00101130;      39,4566461438617135;
08/01/1999;     29,13;          1,00101500;      39,4966946396977332;
11/01/1999;     29,34;          1,00102145;      39,5370385384374524;
12/01/1999;     29,33;          1,00102114;      39,5774113899705924;
13/01/1999;     29,81;          1,00103586;      39,6184080473330074;
14/01/1999;     29,83;          1,00103647;      39,6594713387218266;
15/01/1999;     30,09;          1,00104442;      39,7008924837774145;
18/01/1999;     29,85;          1,00103708;      39,7420654853544904;
19/01/1999;     32,03;          1,00110322;      39,7859097268392431;
20/01/1999;     32,17;          1,00110743;      39,8299698368480367;
21/01/1999;     32,99;          1,00113200;      39,8750573627033487;
22/01/1999;     32,48;          1,00111674;      39,9195874342625740;
25/01/1999;     32,47;          1,00111644;      39,9641552584576821;
26/01/1999;     32,48;          1,00111674;      40,0087848292010122;
27/01/1999;     33,86;          1,00115791;      40,0551114012425923;
28/01/1999;     35,48;          1,00120570;      40,1034058490590705;
29/01/1999;     36,94;          1,00124829;      40,1534665295463925;
01/02/1999;     38,79;          1,00130161;      40,2057306831159153;
02/02/1999;     38,97;          1,00130676;      40,2582699237433839;
03/02/1999;     38,99;          1,00130733;      40,3109007677627913;
04/02/1999;     38,99;          1,00130733;      40,3636004176635107;
05/02/1999;     38,99;          1,00130733;      40,4163689633975347;
08/02/1999;     38,99;          1,00130733;      40,4692064950344532;
09/02/1999;     38,99;          1,00130733;      40,5221131027616066;
10/02/1999;     38,99;          1,00130733;      40,5750888768842399;
11/02/1999;     38,99;          1,00130733;      40,6281339078256570;
12/02/1999;     39,00;          1,00130762;      40,6812600682862080;
17/02/1999;     38,99;          1,00130733;      40,7344439000112806;
18/02/1999;     38,99;          1,00130733;      40,7876972605550823;
19/02/1999;     38,99;          1,00130733;      40,8410202408147238;
22/02/1999;     38,93;          1,00130561;      40,8943426852513339;
23/02/1999;     38,98;          1,00130704;      40,9477932269146648;
24/02/1999;     39,00;          1,00130762;      41,0013373802940430;
25/02/1999;     38,97;          1,00130676;      41,0549162879291160;
26/02/1999;     39,00;          1,00130762;      41,1086005175655379;
01/03/1999;     38,98;          1,00130704;      41,1623311027860168;
02/03/1999;     38,98;          1,00130704;      41,2161319160306022;
03/03/1999;     39,00;          1,00130762;      41,2700269544466421;
04/03/1999;     38,97;          1,00130676;      41,3239569748696348;
05/03/1999;     44,92;          1,00147335;      41,3848416268785590;
08/03/1999;     44,97;          1,00147472;      41,4458726805225493;
09/03/1999;     44,84;          1,00147116;      41,5068461905752269;
10/03/1999;     44,91;          1,00147308;      41,5679890955616395;
11/03/1999;     44,97;          1,00147472;      41,6292902404406461;
12/03/1999;     44,96;          1,00147445;      41,6906705474356638;
15/03/1999;     44,96;          1,00147445;      41,7521413566243303;
16/03/1999;     44,96;          1,00147445;      41,8137028014476051;
17/03/1999;     44,96;          1,00147445;      41,8753550155431995;
18/03/1999;     44,96;          1,00147445;      41,9370981327458672;
19/03/1999;     44,99;          1,00147527;      41,9989666755081632;
22/03/1999;     44,98;          1,00147500;      42,0609151513545377;
23/03/1999;     44,95;          1,00147418;      42,1229205112523615;
24/03/1999;     44,94;          1,00147390;      42,1850054837938964;
25/03/1999;     41,96;          1,00139134;      42,2436991693237182;
26/03/1999;     42,02;          1,00139302;      42,3025454871405695;
29/03/1999;     41,99;          1,00139218;      42,3614382449168569;
30/03/1999;     41,97;          1,00139162;      42,4203892696072481;
31/03/1999;     41,93;          1,00139050;      42,4793748208866370;
05/04/1999;     41,91;          1,00138994;      42,5384186031251801;
06/04/1999;     39,47;          1,00132103;      42,5946131302524666;
07/04/1999;     39,44;          1,00132017;      42,6508452606686320;
08/04/1999;     39,44;          1,00132017;      42,7071516270564089;
09/04/1999;     39,42;          1,00131960;      42,7635079843434725;
12/04/1999;     39,41;          1,00131932;      42,8199267356973766;
13/04/1999;     39,40;          1,00131903;      42,8764075036595635;
14/04/1999;     39,39;          1,00131875;      42,9329507660550145;
15/04/1999;     33,90;          1,00115910;      42,9827143492879489;
16/04/1999;     33,96;          1,00116088;      43,0326121227217503;
19/04/1999;     33,94;          1,00116028;      43,0825420019155019;
20/04/1999;     33,94;          1,00116028;      43,1325298137494844;
22/04/1999;     33,93;          1,00115999;      43,1825631170081357;
23/04/1999;     33,92;          1,00115969;      43,2326415036292988;
26/04/1999;     33,89;          1,00115880;      43,2827394886037045;
27/04/1999;     33,89;          1,00115880;      43,3328955271230984;
28/04/1999;     33,89;          1,00115880;      43,3831096864599287;
29/04/1999;     31,97;          1,00110142;      43,4308927111307894;
30/04/1999;     31,93;          1,00110021;      43,4786758136005026;
03/05/1999;     31,90;          1,00109931;      43,5264723567091517;
04/05/1999;     31,92;          1,00109991;      43,5743475589190197;
05/05/1999;     31,90;          1,00109931;      43,6222492749340150;
06/05/1999;     31,88;          1,00109871;      43,6701774764348777;
07/05/1999;     31,87;          1,00109841;      43,7181452360767686;
10/05/1999;     29,67;          1,00103157;      43,7632435631579483;
11/05/1999;     29,46;          1,00102514;      43,8081070146642840;
12/05/1999;     29,45;          1,00102483;      43,8530028769761224;
13/05/1999;     27,04;          1,00095018;      43,8946711232497676;
14/05/1999;     27,03;          1,00094987;      43,9363653545096088;
17/05/1999;     26,94;          1,00094705;      43,9779752893185972;
18/05/1999;     26,91;          1,00094611;      44,0195832915195744;
19/05/1999;     26,89;          1,00094549;      44,0612033673258732;
20/05/1999;     23,53;          1,00083890;      44,0981663108307229;
21/05/1999;     23,46;          1,00083665;      44,1350610416746794;
24/05/1999;     23,43;          1,00083568;      44,1719438294859861;
25/05/1999;     23,42;          1,00083536;      44,2088433044833855;
26/05/1999;     23,39;          1,00083440;      44,2457311633366465;
27/05/1999;     23,38;          1,00083407;      44,2826352003280507;
28/05/1999;     23,35;          1,00083311;      44,3195275065397960;
31/05/1999;     23,34;          1,00083279;      44,3564363658519672;
01/06/1999;     23,28;          1,00083085;      44,3932899110065354;
02/06/1999;     23,29;          1,00083118;      44,4301887257147658;
04/06/1999;     23,28;          1,00083085;      44,4671035480175259;
07/06/1999;     23,28;          1,00083085;      44,5040490410003962;
08/06/1999;     23,27;          1,00083053;      44,5410109888504183;
09/06/1999;     21,99;          1,00078908;      44,5761574098015004;
10/06/1999;     21,98;          1,00078875;      44,6113168539584813;
11/06/1999;     21,97;          1,00078843;      44,6464897545056478;
14/06/1999;     21,95;          1,00078777;      44,6816609197395547;
15/06/1999;     21,92;          1,00078680;      44,7168164505512058;
16/06/1999;     21,92;          1,00078680;      44,7519996417344995;
17/06/1999;     21,90;          1,00078615;      44,7871814262528491;
18/06/1999;     21,89;          1,00078582;      44,8223760891612271;
21/06/1999;     21,88;          1,00078549;      44,8575836173555023;
22/06/1999;     21,87;          1,00078517;      44,8928044462843414;
23/06/1999;     21,84;          1,00078419;      44,9280089346030731;
24/06/1999;     20,98;          1,00075606;      44,9619772050381691;
25/06/1999;     20,97;          1,00075573;      44,9959563200713326;
28/06/1999;     20,97;          1,00075573;      45,0299611141411001;
29/06/1999;     20,96;          1,00075540;      45,0639767467667223;
30/06/1999;     20,96;          1,00075540;      45,0980180748012298;
01/07/1999;     20,94;          1,00075475;      45,1320558039431861;
02/07/1999;     20,93;          1,00075442;      45,1661043294827969;
05/07/1999;     21,05;          1,00075836;      45,2003564963621035;
06/07/1999;     20,93;          1,00075442;      45,2344565493100890;
07/07/1999;     20,90;          1,00075343;      45,2685375459080357;
08/07/1999;     20,90;          1,00075343;      45,3026442201512492;
09/07/1999;     20,88;          1,00075278;      45,3367471446672946;
12/07/1999;     20,89;          1,00075310;      45,3708902489419435;
13/07/1999;     20,87;          1,00075245;      45,4050295753097599;
14/07/1999;     20,86;          1,00075212;      45,4391796061539419;
15/07/1999;     20,86;          1,00075212;      45,4733553219193224;
16/07/1999;     20,84;          1,00075146;      45,5075267295095319;
19/07/1999;     20,83;          1,00075113;      45,5417087980618684;
20/07/1999;     20,82;          1,00075080;      45,5759015130274532;
21/07/1999;     20,81;          1,00075048;      45,6101053155949501;
22/07/1999;     20,79;          1,00074982;      45,6443046847626895;
23/07/1999;     20,79;          1,00074982;      45,6785296973014182;
26/07/1999;     20,78;          1,00074949;      45,7127652985242487;
27/07/1999;     20,77;          1,00074916;      45,7470114737752911;
28/07/1999;     20,76;          1,00074883;      45,7812682083771983;
29/07/1999;     19,52;          1,00070784;      45,8136740212658160;
30/07/1999;     19,51;          1,00070751;      45,8460876537726018;
02/08/1999;     19,51;          1,00070751;      45,8785242192485224;
03/08/1999;     19,51;          1,00070751;      45,9109837339188829;
04/08/1999;     19,51;          1,00070751;      45,9434662140204679;
05/08/1999;     19,51;          1,00070751;      45,9759716758015495;
06/08/1999;     19,51;          1,00070751;      46,0085001355218959;
09/08/1999;     19,51;          1,00070751;      46,0410516094527789;
10/08/1999;     19,51;          1,00070751;      46,0736261138769829;
11/08/1999;     19,51;          1,00070751;      46,1062236650888120;
12/08/1999;     19,51;          1,00070751;      46,1388442793940990;
13/08/1999;     19,51;          1,00070751;      46,1714879731102131;
16/08/1999;     19,52;          1,00070784;      46,2041699991570994;
17/08/1999;     19,52;          1,00070784;      46,2368751588493028;
18/08/1999;     19,52;          1,00070784;      46,2696034685617427;
19/08/1999;     19,52;          1,00070784;      46,3023549446809294;
20/08/1999;     19,52;          1,00070784;      46,3351296036049724;
23/08/1999;     19,52;          1,00070784;      46,3679274617435881;
24/08/1999;     19,52;          1,00070784;      46,4007485355181087;
25/08/1999;     19,52;          1,00070784;      46,4335928413614898;
26/08/1999;     19,52;          1,00070784;      46,4664603957183192;
27/08/1999;     19,51;          1,00070751;      46,4993358811128938;
30/08/1999;     19,51;          1,00070751;      46,5322346262421400;
31/08/1999;     19,52;          1,00070784;      46,5651720031999792;
01/09/1999;     19,51;          1,00070751;      46,5981173280439633;
02/09/1999;     19,52;          1,00070784;      46,6311013394134459;
03/09/1999;     19,53;          1,00070818;      46,6641245527599917;
06/09/1999;     19,53;          1,00070818;      46,6971711524857653;
08/09/1999;     19,52;          1,00070784;      46,7302252781143408;
09/09/1999;     19,52;          1,00070784;      46,7633028007752013;
10/09/1999;     19,52;          1,00070784;      46,7964037370297020;
13/09/1999;     19,52;          1,00070784;      46,8295281034509211;
14/09/1999;     19,52;          1,00070784;      46,8626759166236678;
15/09/1999;     19,52;          1,00070784;      46,8958471931444907;
16/09/1999;     19,53;          1,00070818;      46,9290578942097317;
17/09/1999;     19,52;          1,00070784;      46,9622761585495692;
20/09/1999;     19,52;          1,00070784;      46,9955179361056369;
21/09/1999;     19,51;          1,00070751;      47,0287677350006110;
22/09/1999;     19,50;          1,00070718;      47,0620255389674487;
23/09/1999;     19,11;          1,00069420;      47,0946959970965999;
24/09/1999;     19,02;          1,00069120;      47,1272478509697931;
27/09/1999;     19,04;          1,00069186;      47,1598533086679651;
28/09/1999;     19,02;          1,00069120;      47,1924501992749164;
29/09/1999;     19,01;          1,00069086;      47,2250535754195874;
30/09/1999;     19,00;          1,00069053;      47,2576638916650219;
01/10/1999;     19,00;          1,00069053;      47,2902967263121334;
04/10/1999;     18,99;          1,00069020;      47,3229364891126340;
05/10/1999;     18,97;          1,00068953;      47,3555670735099718;
06/10/1999;     18,96;          1,00068919;      47,3882040567813642;
07/10/1999;     18,96;          1,00068919;      47,4208635331352573;
08/10/1999;     18,95;          1,00068886;      47,4535298691886929;
11/10/1999;     18,94;          1,00068853;      47,4862030481095254;
13/10/1999;     18,93;          1,00068819;      47,5188825781852038;
14/10/1999;     18,91;          1,00068752;      47,5515527603353577;
15/10/1999;     18,91;          1,00068752;      47,5842454038891435;
18/10/1999;     18,90;          1,00068719;      47,6169448214882421;
19/10/1999;     18,89;          1,00068686;      47,6496509962083295;

20/10/1999;     18,88;          1,00068652;      47,6823634346102464;
21/10/1999;     18,88;          1,00068652;      47,7150983307553751;
22/10/1999;     18,87;          1,00068619;      47,7478399540789561;
25/10/1999;     18,86;          1,00068585;      47,7805878101114612;
26/10/1999;     18,85;          1,00068552;      47,8133423586670488;
27/10/1999;     18,84;          1,00068519;      47,8461035827177838;
28/10/1999;     18,83;          1,00068485;      47,8788709867564081;
29/10/1999;     18,83;          1,00068485;      47,9116608315516882;
01/11/1999;     18,82;          1,00068452;      47,9444573216241020;
03/11/1999;     18,81;          1,00068418;      47,9772599604344108;
04/11/1999;     18,81;          1,00068418;      48,0100850421541408;
05/11/1999;     18,81;          1,00068418;      48,0429325821382818;
08/11/1999;     18,81;          1,00068418;      48,0758025957523292;
09/11/1999;     18,81;          1,00068418;      48,1086950983722910;
10/11/1999;     18,81;          1,00068418;      48,1416101053846954;
11/11/1999;     18,99;          1,00069020;      48,1748374446794319;
12/11/1999;     19,01;          1,00069086;      48,2081195128764631;
16/11/1999;     19,01;          1,00069086;      48,2414245743231289;
17/11/1999;     19,01;          1,00069086;      48,2747526449045458;
18/11/1999;     19,01;          1,00069086;      48,3081037405168046;
19/11/1999;     19,02;          1,00069120;      48,3414943018222498;
22/11/1999;     19,02;          1,00069120;      48,3749079426836693;
23/11/1999;     19,02;          1,00069120;      48,4083446790536523;
24/11/1999;     19,02;          1,00069120;      48,4418045268958142;
25/11/1999;     19,03;          1,00069153;      48,4753034879802984;
26/11/1999;     19,03;          1,00069153;      48,5088256146013414;
29/11/1999;     19,04;          1,00069186;      48,5423869306910595;
30/11/1999;     19,03;          1,00069153;      48,5759554475252403;
01/12/1999;     19,02;          1,00069120;      48,6095311479305698;
02/12/1999;     18,98;          1,00068986;      48,6430649190882811;
03/12/1999;     18,97;          1,00068953;      48,6766057716419401;
06/12/1999;     18,97;          1,00068953;      48,7101697516196604;
07/12/1999;     18,96;          1,00068919;      48,7437403135107791;
08/12/1999;     18,95;          1,00068886;      48,7773179264631441;
09/12/1999;     18,95;          1,00068886;      48,8109186696899675;
10/12/1999;     18,95;          1,00068886;      48,8445425591247702;
13/12/1999;     18,95;          1,00068886;      48,8781896107120489;
14/12/1999;     18,95;          1,00068886;      48,9118598404072840;
15/12/1999;     18,95;          1,00068886;      48,9455532641769469;
16/12/1999;     18,98;          1,00068986;      48,9793188435517720;
17/12/1999;     18,99;          1,00069020;      49,0131243694175915;
20/12/1999;     18,99;          1,00069020;      49,0469532278573635;
21/12/1999;     19,03;          1,00069153;      49,0808706674230237;
22/12/1999;     18,97;          1,00068953;      49,1147134001743319;
23/12/1999;     19,02;          1,00069120;      49,1486614900765324;
24/12/1999;     19,02;          1,00069120;      49,1826330448984733;
27/12/1999;     19,05;          1,00069220;      49,2166772634921520;
28/12/1999;     19,04;          1,00069186;      49,2507283138236717;
29/12/1999;     19,02;          1,00069120;      49,2847704172341866;
30/12/1999;     19,04;          1,00069186;      49,3188685784950543;
31/12/1999;     19,04;          1,00069186;      49,3529903309097718;
03/01/2000;     19,04;          1,00069186;      49,3871356908001151;
04/01/2000;     19,04;          1,00069186;      49,4213046744991521;
05/01/2000;     19,05;          1,00069220;      49,4555141015948404;
06/01/2000;     19,07;          1,00069286;      49,4897798490952714;
07/01/2000;     19,07;          1,00069286;      49,5240693379615155;
10/01/2000;     19,02;          1,00069120;      49,5583003746879145;
11/01/2000;     18,98;          1,00068986;      49,5924886637843967;
12/01/2000;     18,93;          1,00068819;      49,6266177185579265;
13/01/2000;     18,92;          1,00068786;      49,6607538838218138;
14/01/2000;     18,90;          1,00068719;      49,6948802572832373;
17/01/2000;     18,91;          1,00068752;      49,7290464813577246;
18/01/2000;     18,89;          1,00068686;      49,7632033742239100;
19/01/2000;     18,87;          1,00068619;      49,7973503867472687;
20/01/2000;     18,87;          1,00068619;      49,8315208306091508;
21/01/2000;     18,87;          1,00068619;      49,8657147218879065;
24/01/2000;     18,87;          1,00068619;      49,8999320766729188;
25/01/2000;     18,87;          1,00068619;      49,9341729110646110;
26/01/2000;     18,87;          1,00068619;      49,9684372411744544;
27/01/2000;     18,87;          1,00068619;      50,0027250831249759;
28/01/2000;     18,88;          1,00068652;      50,0370529539490429;
31/01/2000;     18,90;          1,00068719;      50,0714379163684671;
01/02/2000;     18,87;          1,00068619;      50,1057964363523000;
02/02/2000;     18,86;          1,00068585;      50,1401614968381722;
03/02/2000;     18,87;          1,00068619;      50,1745671742556876;
04/02/2000;     18,88;          1,00068652;      50,2090130181121576;
07/02/2000;     18,87;          1,00068619;      50,2434659407550560;
08/02/2000;     18,87;          1,00068619;      50,2779425046489427;
09/02/2000;     18,87;          1,00068619;      50,3124427260162077;
10/02/2000;     18,87;          1,00068619;      50,3469666210903728;
11/02/2000;     18,86;          1,00068585;      50,3814970881474476;
14/02/2000;     18,87;          1,00068619;      50,4160683676343635;
15/02/2000;     18,87;          1,00068619;      50,4506633695875506;
16/02/2000;     18,87;          1,00068619;      50,4852821102851278;
17/02/2000;     18,87;          1,00068619;      50,5199246060163844;
18/02/2000;     18,87;          1,00068619;      50,5545908730817868;
21/02/2000;     18,87;          1,00068619;      50,5892809277929868;
22/02/2000;     18,87;          1,00068619;      50,6239947864728290;
23/02/2000;     18,87;          1,00068619;      50,6587324654553588;
24/02/2000;     18,87;          1,00068619;      50,6934939810858296;
25/02/2000;     18,87;          1,00068619;      50,7282793497207109;
28/02/2000;     18,87;          1,00068619;      50,7630885877276958;
29/02/2000;     18,87;          1,00068619;      50,7979217114857087;
01/03/2000;     18,88;          1,00068652;      50,8327955006990778;
02/03/2000;     18,89;          1,00068686;      50,8677105146166880;
03/03/2000;     18,88;          1,00068652;      50,9026322152391826;
08/03/2000;     18,87;          1,00068619;      50,9375610924389576;
09/03/2000;     18,87;          1,00068619;      50,9725139374849783;
10/03/2000;     18,89;          1,00068686;      51,0075249184080792;
13/03/2000;     18,88;          1,00068652;      51,0425426044150647;
14/03/2000;     18,88;          1,00068652;      51,0775843307638478;
15/03/2000;     18,88;          1,00068652;      51,1126501139586038;
16/03/2000;     18,88;          1,00068652;      51,1477399705148386;
17/03/2000;     18,88;          1,00068652;      51,1828539169593965;
20/03/2000;     18,88;          1,00068652;      51,2179919698304674;
21/03/2000;     18,87;          1,00068619;      51,2531372437402454;
22/03/2000;     18,88;          1,00068652;      51,2883235475208180;
23/03/2000;     18,91;          1,00068752;      51,3235852957262095;
24/03/2000;     18,94;          1,00068853;      51,3589231239098758;
27/03/2000;     19,03;          1,00069153;      51,3944393600177532;
28/03/2000;     18,87;          1,00068619;      51,4297057103622038;
29/03/2000;     18,60;          1,00067716;      51,4645318498810327;
30/03/2000;     18,60;          1,00067716;      51,4993815722684981;
31/03/2000;     18,52;          1,00067448;      51,5341168751513618;
03/04/2000;     18,49;          1,00067347;      51,5688235568432700;
04/04/2000;     18,53;          1,00067481;      51,6036227146676634;
05/04/2000;     18,65;          1,00067883;      51,6386528018750612;
06/04/2000;     18,66;          1,00067917;      51,6737242256985107;
07/04/2000;     18,64;          1,00067850;      51,7087848475856472;
10/04/2000;     18,59;          1,00067682;      51,7437823873461901;
11/04/2000;     18,65;          1,00067883;      51,7789076191441923;
12/04/2000;     18,64;          1,00067850;      51,8140396079637816;
13/04/2000;     18,65;          1,00067883;      51,8492125324708557;
14/04/2000;     18,64;          1,00067850;      51,8843922231741372;
17/04/2000;     18,65;          1,00067883;      51,9196129051469945;
18/04/2000;     18,63;          1,00067816;      51,9548227098347489;
19/04/2000;     18,54;          1,00067515;      51,9899000083872939;
20/04/2000;     18,65;          1,00067883;      52,0251923122099874;
24/04/2000;     18,62;          1,00067783;      52,0604565483149727;
25/04/2000;     18,61;          1,00067749;      52,0957269870218906;
26/04/2000;     18,64;          1,00067850;      52,1310739377825850;
27/04/2000;     18,65;          1,00067883;      52,1664620747037699;
28/04/2000;     18,62;          1,00067783;      52,2018220676918664;
02/05/2000;     18,60;          1,00067716;      52,2371710535232246;
03/05/2000;     18,64;          1,00067850;      52,2726139740830401;
04/05/2000;     18,64;          1,00067850;      52,3080809426644555;
05/05/2000;     18,64;          1,00067850;      52,3435719755840533;
08/05/2000;     18,59;          1,00067682;      52,3789991519685681;
09/05/2000;     18,47;          1,00067280;      52,4142397425980125;
10/05/2000;     18,47;          1,00067280;      52,4495040430968325;
11/05/2000;     18,49;          1,00067347;      52,4848272105847369;
12/05/2000;     18,46;          1,00067247;      52,5201216823390388;
15/05/2000;     18,47;          1,00067280;      52,5554572202069165;
16/05/2000;     18,50;          1,00067381;      52,5908696128364642;
17/05/2000;     18,49;          1,00067347;      52,6262879857946211;
18/05/2000;     18,48;          1,00067314;      52,6617128452893789;
19/05/2000;     18,48;          1,00067314;      52,6971615506740570;
22/05/2000;     18,49;          1,00067347;      52,7326515080635895;
23/05/2000;     18,49;          1,00067347;      52,7681653668747251;
24/05/2000;     18,49;          1,00067347;      52,8037031432043542;
25/05/2000;     18,50;          1,00067381;      52,8392828064192767;
26/05/2000;     18,50;          1,00067381;      52,8748864435670701;
29/05/2000;     18,49;          1,00067347;      52,9104960933402192;
30/05/2000;     18,46;          1,00067247;      52,9460768146481077;
31/05/2000;     18,44;          1,00067180;      52,9816459890521883;
01/06/2000;     18,44;          1,00067180;      53,0172390588276336;
02/06/2000;     18,43;          1,00067146;      53,0528380141660740;
05/06/2000;     18,41;          1,00067079;      53,0884253273775964;
06/06/2000;     18,39;          1,00067012;      53,1240009429579787;
07/06/2000;     18,37;          1,00066945;      53,1595648053892419;
08/06/2000;     18,35;          1,00066878;      53,1951168591397901;
09/06/2000;     18,33;          1,00066811;      53,2306570486645500;
12/06/2000;     18,32;          1,00066777;      53,2662028845219367;
13/06/2000;     18,32;          1,00066777;      53,3017724568221340;
14/06/2000;     18,32;          1,00066777;      53,3373657814156261;
15/06/2000;     18,32;          1,00066777;      53,3729828741634820;
16/06/2000;     18,33;          1,00066811;      53,4086418977515393;
19/06/2000;     18,33;          1,00066811;      53,4443247454898461;
20/06/2000;     18,32;          1,00066777;      53,4800132622251419;
21/06/2000;     17,51;          1,00064050;      53,5142672107195971;
23/06/2000;     17,50;          1,00064016;      53,5485249040172113;
26/06/2000;     17,46;          1,00063881;      53,5827322372111466;
27/06/2000;     17,40;          1,00063678;      53,6168526494451579;
28/06/2000;     17,39;          1,00063644;      53,6509765591453708;
29/06/2000;     17,34;          1,00063475;      53,6850315165162883;
30/06/2000;     17,29;          1,00063305;      53,7190168257178189;
03/07/2000;     17,26;          1,00063204;      53,7529693931123456;
04/07/2000;     17,22;          1,00063068;      53,7868703158491937;
05/07/2000;     17,23;          1,00063102;      53,8208109067559009;
06/07/2000;     17,28;          1,00063272;      53,8548644102328235;
07/07/2000;     17,28;          1,00063272;      53,8889394600424660;
10/07/2000;     17,01;          1,00062356;      53,9225424471321701;
11/07/2000;     16,96;          1,00062187;      53,9560752586037681;
12/07/2000;     16,98;          1,00062255;      53,9896656132560119;
13/07/2000;     16,94;          1,00062119;      54,0232034536383104;
14/07/2000;     16,95;          1,00062153;      54,0567804952808502;
17/07/2000;     16,95;          1,00062153;      54,0903784060620821;
18/07/2000;     16,94;          1,00062119;      54,1239788082241438;
19/07/2000;     16,91;          1,00062017;      54,1575448761616402;
20/07/2000;     16,58;          1,00060895;      54,1905241131139788;
21/07/2000;     16,52;          1,00060690;      54,2234123421982277;
24/07/2000;     16,53;          1,00060724;      54,2563389671089042;
25/07/2000;     16,49;          1,00060588;      54,2892117977622961;
26/07/2000;     16,49;          1,00060588;      54,3221045454063243;
27/07/2000;     16,47;          1,00060520;      54,3549802830772042;
28/07/2000;     16,44;          1,00060417;      54,3878199315148310;
31/07/2000;     16,39;          1,00060247;      54,4205869613889707;
01/08/2000;     16,40;          1,00060281;      54,4533922354151656;
02/08/2000;     16,44;          1,00060417;      54,4862913414020364;
03/08/2000;     16,43;          1,00060383;      54,5191917987027152;
04/08/2000;     16,44;          1,00060417;      54,5521306588117374;
07/08/2000;     16,48;          1,00060554;      54,5851641560108743;
08/08/2000;     16,49;          1,00060588;      54,6182362152697181;
09/08/2000;     16,54;          1,00060758;      54,6514211632293917;
10/08/2000;     16,56;          1,00060826;      54,6846634366661376;
11/08/2000;     16,60;          1,00060963;      54,7180008480370324;
14/08/2000;     16,60;          1,00060963;      54,7513585828940212;
15/08/2000;     16,47;          1,00060520;      54,7844941051083887;
16/08/2000;     16,44;          1,00060417;      54,8175932529118720;
17/08/2000;     16,53;          1,00060724;      54,8508806882387702;
18/08/2000;     16,60;          1,00060963;      54,8843194306327412;
21/08/2000;     16,57;          1,00060860;      54,9177220274382243;
22/08/2000;     16,59;          1,00060929;      54,9511828462923221;
23/08/2000;     16,56;          1,00060826;      54,9846074527704079;
24/08/2000;     16,60;          1,00060963;      55,0181277190118403;
25/08/2000;     16,60;          1,00060963;      55,0516684202131815;
28/08/2000;     16,60;          1,00060963;      55,0852295688321961;
29/08/2000;     16,60;          1,00060963;      55,1188111773342433;
30/08/2000;     16,47;          1,00060520;      55,1521690818587659;
31/08/2000;     16,41;          1,00060315;      55,1854341126404891;
01/09/2000;     16,40;          1,00060281;      55,2187004441779299;
04/09/2000;     16,40;          1,00060281;      55,2519868289926848;
05/09/2000;     16,39;          1,00060247;      55,2852744934975480;
06/09/2000;     16,53;          1,00060724;      55,3188459235809794;
08/09/2000;     16,55;          1,00060792;      55,3524753563948428;
11/09/2000;     16,58;          1,00060895;      55,3861822462631194;
12/09/2000;     16,59;          1,00060929;      55,4199284932439451;
13/09/2000;     16,60;          1,00060963;      55,4537141442512814;
14/09/2000;     16,60;          1,00060963;      55,4875203920050413;
15/09/2000;     16,60;          1,00060963;      55,5213472490616193;
18/09/2000;     16,60;          1,00060963;      55,5551947279850648;
19/09/2000;     16,59;          1,00060929;      55,5890439525808788;
20/09/2000;     16,60;          1,00060963;      55,6229327014456907;
21/09/2000;     16,60;          1,00060963;      55,6568421099084730;
22/09/2000;     16,60;          1,00060963;      55,6907721905639365;
25/09/2000;     16,60;          1,00060963;      55,7247229560144700;
26/09/2000;     16,60;          1,00060963;      55,7586944188701451;
27/09/2000;     16,59;          1,00060929;      55,7926676337926185;
28/09/2000;     16,59;          1,00060929;      55,8266615482552120;
29/09/2000;     16,60;          1,00060963;      55,8606951559348748;
02/10/2000;     16,59;          1,00060929;      55,8947305188864344;
03/10/2000;     16,57;          1,00060860;      55,9287480518802287;
04/10/2000;     16,60;          1,00060963;      55,9628438945550964;
05/10/2000;     16,59;          1,00060929;      55,9969414957116099;
06/10/2000;     16,60;          1,00060963;      56,0310789111556406;
09/10/2000;     16,59;          1,00060929;      56,0652180872254186;
10/10/2000;     16,59;          1,00060929;      56,0993780639537841;
11/10/2000;     16,60;          1,00060963;      56,1335779278029123;
13/10/2000;     16,60;          1,00060963;      56,1677986409150388;
16/10/2000;     16,60;          1,00060963;      56,2020402160004998;
17/10/2000;     16,60;          1,00060963;      56,2363026657773802;
18/10/2000;     16,60;          1,00060963;      56,2705860029715181;
19/10/2000;     16,60;          1,00060963;      56,3048902403165096;
20/10/2000;     16,60;          1,00060963;      56,3392153905537137;
23/10/2000;     16,60;          1,00060963;      56,3735614664322570;
